,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
249,250,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-11,Metis Work request for BPS/A implementation and FBI IMPL,Metis work request to track the complete BPS/A environment setup,1,N,CPQ Form,"Open individual Remedy tickets for all environment instance(QA, DR, PROD and GL) and push it to Metis. Attach CPQ form and send email to BPSA teams to provide HLE and scheduling plan. For Standard build, metis should have FBI IMPL and BPS/A Implementation components only.",,BPS Conversion,,Metis,5674592(QA)\n5679302(PROD)\n568211(DR)\n5685095(GL),CPQ Form need to be attached to the ticket,
250,251,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-12,Provide MQs and object creation script,BPSA Tech Support to provide MQs creation script to client so they can raise request to their MQ team to create Qs and objects.,1,N,Configuration Document,,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,Email,,,
251,252,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-13,Provide DBMS/Schema requirements to client,BPSA Tech Support to provide Schema name; DB user name to client so they can raise request to their DBA to create the Databases,1,N,CPQ Form,,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,Email,,,
252,253,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-14,Provide BPSA server logon account creation(Windows/linux),Provide username to client so they can create an account and password and provide Admin access,1,N,CPQ Form,,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,Email,,,
253,254,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-15,Provide script for Scheduler installation,Provide staged Scheduler installation script location and script to be run,1,N,CPQ Form,,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,Email,,,
254,255,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-16,Update CPQ Form,Update the CPQ form based on inputs and confirmation from client,1,N,CPQ Form,,,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,Email,,,
255,256,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-17,Install MQ series/Client(Create Q Manager),Client to install MQs and create objects based on the script provided,,N,Update CPQ Form,,,Client,,,,,
256,257,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-18,Create BPSA server logon account,Client to create account to login to BPSA server,,N,Update CPQ Form,,,Client,,,,,
257,258,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-19,Request for Admin access,Client to raise request to add Admin access to the account.,,N,Update CPQ Form,,,Client,,,,,
258,259,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Internal/External Connectivity,,BPS-BPSA-20,Create ITSM ticket for Network routes and Firewall setup,Submit an ITSM ticket for Network Solution Provisioning team to create network and firewall setup,1,N,Update CPQ Form,,,BPS Conversion,,ITSM,,,
259,260,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Internal/External Connectivity,,BPS-BPSA-21,Firewall setup,Network Solution Provisioning team needs 7 days of Lead time or else Expedited change. Firewall changes happen every Friday between 8-12PM EST. Network Solution Provisioning team assesses the Firewall access request ticket and opens another CRQ ticket which is assigned to Kyndryl and then another ticket is opened by Kyndryl for AT&T and the changes are done by AT&T,1,N,Create ITSM ticket for Network routes and firewall setup,,,Network Solutions Provisioning,networksolutionsprovisioning@broadridge.com,,,,
260,261,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Internal/External Connectivity,,BPS-BPSA-22,Initial Network testing,Client need to make sure the routing and firewall changes in place. During the same window firewall validation is to be done.,1,N,Firewall Setup,,,Network Solutions Provisioning,networksolutionsprovisioning@broadridge.com,,,,
261,262,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-23,Internal Server setup - software installations,Software installations,10,N,Update CPQ Form,"If it s a new server box, configuration document is required",,"JSQ Wintel, JSQ UNIX",,,,,
262,263,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-24,Create DBs and schemas,BPSA Tech support team raises ITSM ticket and sends details through email,10,N,,BR to provide Schema name; DB user name to client so they can raise request to their DBA to create the Databases,,DBA-GTO-Oracle,dba-gto-oracle@broadridge.com,ITSM,CRQ000001319876 ,Host name:  \nExisting DB server name: for existing clients\nDB User ID: \nControl Database name:  \nDatabase name: \nindextablespace=\ndatatablespace=,
263,264,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-25,Server code installations,"Batch, Real time code installed by BPSA Tech Support team for database schema etc,",1,N,,,,"Group, BPS/A Technical Support;",advantageproduct@broadridge.com; \nbpsa_dev_server@broadridge.com,,,,
264,265,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-26,BPS/A Implementation and FBI IMPL- NDM setup / MQ setup / Scheduler setup,BPS/A Tech Support team has a semi automation script to create NDM jobs.,10,N,,,,BPSA Dev (FBI),,One BR,,,
265,266,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-27,BPS/A Test Batch ,BPS/A Test Batch - Includes Scheduling; kicking of load scripts; transmission; health check start of batch; loads Balance data,7,N,,ITSM ticket raised by BPSA Tech Support to load two tables in one category for one instance; This is extracted from DB and using REXX automations NDM Batch jobs and load commands are created.online screens enter the NDM config details into the DB.,Configuration changes are done only on Friday.,,,ITSM ,,,
266,267,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-28,BPS/A Full batch,ITSM ticket raised by BPSA Tech Support to load all categories in one instance,7,N,,,,,,ITSM ,,,
267,268,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-29,BPS/A Real Time / XML,ITSM ticket raised by BPSA Tech Support to load RT categories in one instance through MQs. Real time - XML code installation,7,N,,,,,,,,,
268,269,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-30,Enable monitoring,Enable monitoring for production,5,N,,,,,,,,,
269,270,BPS,BPSA,BPSA Environment Setup,VAP Setup,Y,Admin,,BPS-BPSA-31,Post Environment Setup support,Apprise the client on how to retrieve the data from the database and what kind of information is present in which categories etc.,10,N,,,,,,,,,
270,271,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-32,Shadow Posting process to the BPSA GL Categories,"For impact clients, OMGI50, OMGI60 and BPI81 processes are required to be installed. This controls the shadow posting process to the BPSA GL Categories",8,N,,,,BPS Conversions,,,,,
271,272,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-33,Transmit G/L Cross reference File,Client must transmit the G/L Cross Reference File (BIOS.CNNN.INPAXRF) where NNN= Client Number,10,N,,,,Client,,,,,
272,273,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-34,GL Static Metadata(Wells Specific),Client to provide GL Static Metadata,5,N,,,,Client,,,,,
273,274,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-35,Configure cross reference UI,Email to be sent to Global Framework and Phase IV teams to configure the Cross Reference UI in GFW\n,5,N,,"Client to provide Default Company Account AU Code which is defined on B1 433157. B1 card is AAAAAAA-CCCCC-NNNNNNN where A = Oracle Account, C = Company ID, and N = AU Code.","No metis is required for this. An email gets sent to GFWLevel2Support@broadridge.com \n\nProd lead time is one week, QA will take a few days.",BPS Conversions,,,,,
274,275,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-36,Implement setup of client on GPS processing which is required for BPSA G/L.   See Metis for components required.  , Open up a Metis ticket to setup the Client on GPS processing,13,N,1. GPS Setup required \n2. Bookkeeping and Margin (May require additional work request).  Need to confirm if Impact shadows as part of setup) ,Navigate to the Remedy portal and open a Metis ticket refering to the sample ticket attached,This activity needs to be setup at least a week before the BPSA test batch.  This should be a normal BPS cycle change. \nDependency to have impact send files with  header trailer as a minimum\n \n- BIOS.CICI.INP095RT\n- BIOS.CICI.INP095RB\n- BIOS.CICI.INP095RF\n- BIOS.CICI.INP095RP\n-TIFI.CICI.INP095A,GPS Dev,,Metis,5694835,,
275,276,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-37,Implement setup of client on G/L extraction process (formatters) See Metis for components required.  ,Open a Metis Ticket for GL data extraction,20,N,1.GPS Setup required \n2. Bookkeeping and Margin G/L processing required (May require additional work request).  Need to confirm if G/L shadows as part of setup) ,Navigate to the Remedy portal and open a Metis ticket refering to the sample ticket attached,This activity needs to be setup at least a week before the BPSA test batch.  This should be a normal BPS cycle change. ,BPSA Dev   ,,Metis,5695000,,
276,277,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-38,Transmission of cross reference file to BR,Client needs to transmit G/L Cross reference BIOs file.  BIOS.CXXX.INPAXRF(0) BIOS.CXXX.INPAXRF.QA(0),3,N,,,This activity needs to be setup at least a week before the BPSA test batch. ,BPSA Dev   ,,, ,,
277,278,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-39,Transmit G/L Cross reference File,Client must transmit the G/L Cross Reference File (BIOS.CNNN.INPAXRF) where NNN= Client Number,10,N,,,,Client,,,,,
278,279,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-40,Install GL package,BPSA Tech team installs the GL package to the existing BPSA servers in QA and Prod,13,N,1.GPS Setup required \n2. Bookkeeping and Margin (May require additional work request).  Need to confirm if Impact shadows as part of setup) ,Navigate to the Remedy portal and open a Metis ticket refering to the sample ticket attached,This activity will be covered as part of the Metis 5695000,"Group, BPS/A Technical Support",advantageproduct@broadridge.com,,5695000,,
279,280,BPS,BPSA,General Ledger Interface,VAP Setup,Y,Core Setup,,BPS-BPSA-41,BPS/A Test Batch for GL setup,BPS/A Test Batch - Includes Scheduling; kicking of load scripts; transmission; health check start of batch; loads Balance data,7,N,,ITSM ticket raised by BPSA Tech Support to load two tables in one category for one instance; This is extracted from DB and using REXX automations NDM Batch jobs and load commands are created.online screens enter the NDM config details into the DB.,"BPSA weekly NDM activty changes (Configuration, JCL, scheduling) are done only on Friday non-exception weekends.  ",BPSA Tech / BPSA Dev,,ITSM,,,
280,281,BPS,BPSA,Batch Setup,VAP Setup,Y,Core Setup,,BPS-BPSA-42,BPS/A Full batch for GL setup,ITSM ticket raised by BPSA Tech Support to load all categories in one instance,3,N,Successful Test Batch,"BPSA weekly NDM activty changes (Configuration, JCL, scheduling) are done only on Friday non-exception weekends.  Full batch will be scheduled at least a week from test batch implementation.",Open a ITSM CRQ ticket to taking the reference of the ticket attached in sample tickets section,BPSA Tech / BPSA Dev,,ITSM,CRQ000001309425,,
